referrer,views_total,views_unique
github.com,416,118
Google,313,141
vizro.readthedocs.io,304,60
Bing,97,7
hub.docker.com,68,20
community.plotly.com,58,24
mckinsey.com,41,30
brix.quantumblack.com,13,5
glama.ai,11,5
statics.teams.cdn.office.net,9,5
