referrer,views_total,views_unique
github.com,304,64
Google,171,88
mckinsey.com,42,21
vizro.readthedocs.io,31,16
chatgpt.com,26,13
linkedin.com,14,9
tom-doerr.github.io,10,4
Bing,6,6
Baidu,5,3
doubao.com,5,1
