referrer,views_total,views_unique
github.com,420,87
Google,219,100
vizro.readthedocs.io,171,34
mckinsey.com,43,30
linkedin.com,14,12
Bing,13,6
search.brave.com,8,7
community.plotly.com,7,5
usc-onenote.officeapps.live.com,5,3
medium.com,4,3
