referrer,views_total,views_unique
github.com,432,94
vizro.readthedocs.io,338,84
Google,246,123
community.plotly.com,62,26
mckinsey.com,49,39
medium.com,28,13
vizro.mckinsey.com,27,7
huggingface.co,22,4
glama.ai,16,4
langdb.ai,12,1
