url_path,views_total,views_unique
/mckinsey/vizro,755,342
/mckinsey/vizro/pulls,294,19
/mckinsey/vizro/tree/main/vizro-mcp,233,150
/mckinsey/vizro/pull/1094,146,50
/mckinsey/vizro/pull/1178,133,37
/mckinsey/vizro/issues,128,24
/mckinsey/vizro/pull/1183,69,20
/mckinsey/vizro/blob/main/vizro-mcp/README.md,67,39
/mckinsey/vizro/actions/workflows/test-e2e-vizro-dom-elements.yml,56,1
/mckinsey/vizro/pull/1179,53,15
