referrer,views_total,views_unique
github.com,265,65
Google,161,89
vizro.readthedocs.io,45,16
mckinsey.com,34,21
chatgpt.com,25,10
linkedin.com,11,10
Bing,5,5
Baidu,5,3
doubao.com,5,1
t.co,4,4
