referrer,views_total,views_unique
Google,581,543
github.com,125,60
t.co,103,91
vizro.readthedocs.io,42,20
mckinsey.com,23,17
Bing,10,7
yandex.ru,7,5
linkedin.com,5,3
dashboard.gitguardian.com,4,1
chatgpt.com,3,3
