referrer,views_total,views_unique
Google,185,90
github.com,95,40
vizro.readthedocs.io,69,26
linkedin.com,38,5
mckinsey.com,34,22
Bing,24,16
levelup.gitconnected.com,20,18
medium.com,8,4
community.plotly.com,6,4
hub.docker.com,5,4
