referrer,views_total,views_unique
github.com,429,102
vizro.readthedocs.io,367,91
Google,284,134
community.plotly.com,75,30
mckinsey.com,55,42
medium.com,27,12
Bing,21,6
statics.teams.cdn.office.net,15,11
hub.docker.com,13,9
vizro.mckinsey.com,12,8
