url_path,views_total,views_unique
/mckinsey/vizro,986,611
/mckinsey/vizro/pulls,155,14
/mckinsey/vizro/tree/main/vizro-mcp,76,62
/mckinsey/vizro/pull/1539,54,10
/mckinsey/vizro/pull/1533,51,20
/mckinsey/vizro/pull/1541,34,4
/mckinsey/vizro/pull/1536,33,9
/mckinsey/vizro/pull/1481,31,9
/mckinsey/vizro/pull/1537,28,7
/mckinsey/vizro/issues,24,14
