referrer,views_total,views_unique
github.com,488,96
Google,360,142
vizro.readthedocs.io,138,33
Bing,54,8
community.plotly.com,47,17
mckinsey.com,41,24
glama.ai,28,9
medium.com,20,7
search.brave.com,15,3
huggingface.co,13,2
