referrer,views_total,views_unique
github.com,192,69
Google,139,69
vizro.readthedocs.io,40,23
mckinsey.com,37,29
linkedin.com,27,9
hub.docker.com,11,5
chatgpt.com,8,7
skills.sh,6,1
medium.com,5,5
pypi.org,5,1
