referrer,views_total,views_unique
github.com,441,88
vizro.readthedocs.io,278,79
Google,263,118
community.plotly.com,56,25
mckinsey.com,43,36
vizro.mckinsey.com,25,5
medium.com,23,9
huggingface.co,22,4
glama.ai,16,4
hub.docker.com,15,10
