referrer,views_total,views_unique
github.com,521,70
Google,487,198
vizro.readthedocs.io,195,32
vizro.mckinsey.com,45,17
Bing,39,10
mckinsey.com,29,15
youtube.com,15,3
community.plotly.com,11,6
chatgpt.com,11,2
medium.com,10,8
