referrer,views_total,views_unique
github.com,545,68
Google,498,207
vizro.readthedocs.io,179,33
Bing,42,13
mckinsey.com,38,21
vizro.mckinsey.com,25,14
pypi.org,17,2
youtube.com,15,3
vizro-demo-features.hf.space,15,2
community.plotly.com,12,7
