time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-27 00:00:00+00:00,30,23,72,45
2025-09-28 00:00:00+00:00,43,21,107,45
2025-09-29 00:00:00+00:00,549,71,483,129
2025-09-30 00:00:00+00:00,846,105,350,107
2025-10-01 00:00:00+00:00,1582,121,404,113
2025-10-02 00:00:00+00:00,450,46,244,101
2025-10-03 00:00:00+00:00,33,20,142,81
2025-10-04 00:00:00+00:00,21,14,137,40
2025-10-05 00:00:00+00:00,22,17,142,43
2025-10-06 00:00:00+00:00,269,41,172,85
2025-10-07 00:00:00+00:00,940,103,270,97
2025-10-08 00:00:00+00:00,127,39,183,76
2025-10-09 00:00:00+00:00,243,46,215,107
2025-10-10 00:00:00+00:00,942,116,280,104
