referrer,views_total,views_unique
github.com,341,89
vizro.readthedocs.io,223,38
Google,218,88
mckinsey.com,51,32
Bing,23,7
community.plotly.com,18,8
statics.teams.cdn.office.net,11,6
linkedin.com,10,9
l.threads.com,4,4
usc-onenote.officeapps.live.com,4,2
