time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-20 00:00:00+00:00,523,73,205,78
2026-02-21 00:00:00+00:00,33,20,96,40
2026-02-22 00:00:00+00:00,114,41,74,27
2026-02-23 00:00:00+00:00,2587,132,406,51
2026-02-24 00:00:00+00:00,1502,160,699,89
2026-02-25 00:00:00+00:00,1350,135,328,62
2026-02-26 00:00:00+00:00,1280,136,384,71
2026-02-27 00:00:00+00:00,720,91,485,83
2026-02-28 00:00:00+00:00,46,23,78,38
2026-03-01 00:00:00+00:00,67,23,64,33
2026-03-02 00:00:00+00:00,788,97,284,78
2026-03-03 00:00:00+00:00,2065,181,407,72
2026-03-04 00:00:00+00:00,1240,158,419,63
2026-03-05 00:00:00+00:00,1294,162,312,74
