referrer,views_total,views_unique
github.com,463,108
Google,195,122
vizro.readthedocs.io,166,55
l.threads.com,124,83
mckinsey.com,42,30
linkedin.com,29,7
medium.com,21,13
community.plotly.com,15,6
Bing,14,10
hellodash.pythonanywhere.com,12,2
