referrer,views_total,views_unique
github.com,325,87
Google,230,95
vizro.readthedocs.io,214,39
mckinsey.com,50,33
community.plotly.com,15,7
Bing,12,6
linkedin.com,11,11
statics.teams.cdn.office.net,10,5
search.brave.com,5,5
medium.com,4,3
