referrer,views_total,views_unique
github.com,559,69
Google,289,127
vizro.readthedocs.io,113,28
vizro-demo-gapminder.hf.space,82,2
mckinsey.com,51,35
youtube.com,35,5
Bing,26,10
pypi.org,26,4
community.plotly.com,18,8
vizro-demo-visual-vocabulary.hf.space,16,5
