referrer,views_total,views_unique
Google,284,114
github.com,267,58
t.co,123,107
vizro.readthedocs.io,64,27
l.facebook.com,63,40
m.facebook.com,59,56
Bing,35,16
hub.docker.com,35,9
mckinsey.com,31,21
community.plotly.com,31,12
