referrer,views_total,views_unique
github.com,308,85
vizro.readthedocs.io,203,37
Google,184,88
mckinsey.com,53,35
Bing,23,8
community.plotly.com,17,8
statics.teams.cdn.office.net,14,9
linkedin.com,8,8
l.threads.com,4,4
perplexity.ai,4,1
