referrer,views_total,views_unique
github.com,529,96
Google,233,122
vizro.readthedocs.io,171,39
mckinsey.com,39,26
community.plotly.com,27,10
linkedin.com,26,11
statics.teams.cdn.office.net,21,6
Bing,15,10
skillsplayground.com,11,1
medium.com,10,6
