referrer,views_total,views_unique
github.com,159,69
Google,97,69
vizro.readthedocs.io,45,21
mckinsey.com,44,33
habr.com,9,8
chatgpt.com,9,6
linkedin.com,8,4
Bing,7,2
teams.public.onecdn.static.microsoft,6,5
DuckDuckGo,3,2
