referrer,views_total,views_unique
github.com,546,127
Google,231,123
vizro.readthedocs.io,220,56
l.threads.com,143,92
mckinsey.com,33,28
linkedin.com,29,12
community.plotly.com,15,6
statics.teams.cdn.office.net,15,5
medium.com,14,12
hellodash.pythonanywhere.com,13,3
