referrer,views_total,views_unique
github.com,371,89
Google,173,88
vizro.readthedocs.io,40,25
linkedin.com,38,7
mckinsey.com,34,21
pypi.org,9,2
Bing,7,4
hub.docker.com,6,3
community.plotly.com,4,3
l.threads.com,4,3
