time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,940,103,270,97
2025-10-08 00:00:00+00:00,127,39,183,76
2025-10-09 00:00:00+00:00,243,46,215,107
2025-10-10 00:00:00+00:00,953,123,283,106
2025-10-11 00:00:00+00:00,32,25,114,52
2025-10-12 00:00:00+00:00,24,20,89,43
2025-10-13 00:00:00+00:00,1779,109,460,104
2025-10-14 00:00:00+00:00,1142,114,298,124
2025-10-15 00:00:00+00:00,605,86,297,106
2025-10-16 00:00:00+00:00,676,92,253,68
2025-10-17 00:00:00+00:00,412,88,546,318
2025-10-18 00:00:00+00:00,141,45,219,154
2025-10-19 00:00:00+00:00,157,35,143,106
2025-10-20 00:00:00+00:00,596,75,408,186
