referrer,views_total,views_unique
github.com,493,116
Google,186,117
vizro.readthedocs.io,176,57
l.threads.com,133,86
mckinsey.com,32,22
linkedin.com,27,8
medium.com,23,15
community.plotly.com,14,5
hellodash.pythonanywhere.com,12,2
pulsemcp.com,11,2
