time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-13 00:00:00+00:00,1151,140,413,117
2026-03-14 00:00:00+00:00,73,41,50,34
2026-03-15 00:00:00+00:00,56,26,50,33
2026-03-16 00:00:00+00:00,1158,141,360,75
2026-03-17 00:00:00+00:00,602,82,234,71
2026-03-18 00:00:00+00:00,174,48,138,68
2026-03-19 00:00:00+00:00,817,92,398,73
2026-03-20 00:00:00+00:00,105,36,174,66
2026-03-21 00:00:00+00:00,199,42,61,36
2026-03-22 00:00:00+00:00,29,20,70,36
2026-03-23 00:00:00+00:00,912,122,289,66
2026-03-24 00:00:00+00:00,1580,138,413,82
2026-03-25 00:00:00+00:00,795,88,322,73
2026-03-26 00:00:00+00:00,345,62,179,58
