referrer,views_total,views_unique
Google,287,160
github.com,286,61
vizro.readthedocs.io,190,44
mckinsey.com,43,37
community.plotly.com,40,17
linkedin.com,34,8
Bing,21,8
DuckDuckGo,13,6
medium.com,8,1
substack.com,4,3
