referrer,views_total,views_unique
github.com,391,90
Google,336,143
vizro.readthedocs.io,103,30
community.plotly.com,44,16
mckinsey.com,43,26
glama.ai,21,8
search.brave.com,17,4
Bing,16,6
medium.com,14,8
huggingface.co,14,3
