referrer,views_total,views_unique
github.com,580,131
Google,284,106
vizro.readthedocs.io,205,67
community.plotly.com,66,25
mckinsey.com,36,32
hub.docker.com,36,21
swe-bench-plus.turing.com,33,3
py.cafe,22,5
medium.com,21,12
huggingface.co,20,3
