referrer,views_total,views_unique
Google,536,512
github.com,207,62
vizro.readthedocs.io,36,19
mckinsey.com,27,20
Bing,11,4
yandex.ru,7,5
linkedin.com,6,5
dashboard.gitguardian.com,5,2
chatgpt.com,3,3
medium.com,3,2
