referrer,views_total,views_unique
Google,250,93
github.com,125,50
t.co,120,104
vizro.readthedocs.io,53,25
m.facebook.com,38,36
l.facebook.com,35,24
Bing,34,14
linkedin.com,32,6
lm.facebook.com,24,21
mckinsey.com,24,17
