referrer,views_total,views_unique
Google,393,356
github.com,152,67
t.co,105,92
vizro.readthedocs.io,41,20
mckinsey.com,35,17
Bing,10,6
yandex.ru,7,5
linkedin.com,5,3
chatgpt.com,3,3
app.readthedocs.org,3,1
