time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-25 00:00:00+00:00,795,88,322,73
2026-03-26 00:00:00+00:00,345,62,179,58
2026-03-27 00:00:00+00:00,298,55,177,67
2026-03-28 00:00:00+00:00,44,26,57,29
2026-03-29 00:00:00+00:00,46,24,78,41
2026-03-30 00:00:00+00:00,2025,187,318,79
2026-03-31 00:00:00+00:00,1795,175,399,176
2026-04-01 00:00:00+00:00,574,93,279,71
2026-04-02 00:00:00+00:00,615,82,248,78
2026-04-03 00:00:00+00:00,110,38,106,50
2026-04-04 00:00:00+00:00,60,34,69,35
2026-04-05 00:00:00+00:00,57,28,63,39
2026-04-06 00:00:00+00:00,219,56,96,37
2026-04-07 00:00:00+00:00,1327,135,248,65
