referrer,views_total,views_unique
github.com,294,61
Google,245,133
vizro.readthedocs.io,109,44
mckinsey.com,41,32
linkedin.com,38,9
community.plotly.com,34,19
Bing,23,9
substack.com,10,8
medium.com,10,3
hub.docker.com,7,4
