referrer,views_total,views_unique
github.com,581,126
Google,231,119
vizro.readthedocs.io,204,54
l.threads.com,143,92
mckinsey.com,34,29
linkedin.com,27,12
community.plotly.com,23,6
statics.teams.cdn.office.net,14,4
medium.com,13,11
Bing,11,9
