referrer,views_total,views_unique
github.com,216,76
Google,139,73
linkedin.com,43,9
mckinsey.com,37,28
vizro.readthedocs.io,37,21
chatgpt.com,7,5
hub.docker.com,7,4
skills.sh,6,1
pypi.org,5,1
medium.com,4,4
