referrer,views_total,views_unique
github.com,458,81
Google,212,124
vizro.readthedocs.io,127,32
linkedin.com,43,8
mckinsey.com,32,15
skillsplayground.com,14,2
community.plotly.com,12,8
Bing,10,6
medium.com,10,6
statics.teams.cdn.office.net,10,5
