referrer,views_total,views_unique
github.com,368,126
Google,298,131
vizro.readthedocs.io,231,49
Bing,70,3
hub.docker.com,63,25
community.plotly.com,44,22
mckinsey.com,34,28
away.vk.com,22,17
swe-bench-plus.turing.com,16,1
huggingface.co,12,4
