referrer,views_total,views_unique
github.com,412,101
vizro.readthedocs.io,356,86
Google,259,130
community.plotly.com,63,27
mckinsey.com,58,42
medium.com,28,13
vizro.mckinsey.com,28,8
Bing,22,7
glama.ai,14,3
hub.docker.com,12,8
