time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,335,63,213,62
2026-04-17 00:00:00+00:00,73,30,111,55
2026-04-18 00:00:00+00:00,71,30,110,48
2026-04-19 00:00:00+00:00,93,58,86,40
2026-04-20 00:00:00+00:00,1187,150,161,56
2026-04-21 00:00:00+00:00,582,145,233,81
2026-04-22 00:00:00+00:00,834,278,167,61
2026-04-23 00:00:00+00:00,1314,265,138,55
2026-04-24 00:00:00+00:00,733,177,169,78
2026-04-25 00:00:00+00:00,284,108,75,32
2026-04-26 00:00:00+00:00,130,48,59,43
2026-04-27 00:00:00+00:00,431,83,178,70
2026-04-28 00:00:00+00:00,684,141,121,53
2026-04-29 00:00:00+00:00,537,99,260,132
