time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-19 00:00:00+00:00,817,92,398,73
2026-03-20 00:00:00+00:00,105,36,174,66
2026-03-21 00:00:00+00:00,199,42,61,36
2026-03-22 00:00:00+00:00,29,20,70,36
2026-03-23 00:00:00+00:00,912,122,289,66
2026-03-24 00:00:00+00:00,1580,138,413,82
2026-03-25 00:00:00+00:00,795,88,322,73
2026-03-26 00:00:00+00:00,345,62,179,58
2026-03-27 00:00:00+00:00,298,55,177,67
2026-03-28 00:00:00+00:00,44,26,57,29
2026-03-29 00:00:00+00:00,46,24,78,41
2026-03-30 00:00:00+00:00,2025,187,318,79
2026-03-31 00:00:00+00:00,1795,175,399,176
2026-04-01 00:00:00+00:00,574,93,279,71
