referrer,views_total,views_unique
github.com,277,54
Google,224,106
vizro.readthedocs.io,102,36
mckinsey.com,42,26
community.plotly.com,40,11
hub.docker.com,29,9
Bing,27,14
l.facebook.com,23,14
linkedin.com,22,4
m.facebook.com,14,13
