referrer,views_total,views_unique
github.com,771,130
Google,396,132
vizro.readthedocs.io,192,48
Bing,76,7
community.plotly.com,64,23
chatgpt.com,33,1
mckinsey.com,30,25
glama.ai,27,8
medium.com,26,11
pulsemcp.com,7,4
