time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-28 00:00:00+00:00,25,9,39,30
2025-06-29 00:00:00+00:00,26,12,55,23
2025-06-30 00:00:00+00:00,1192,112,379,116
2025-07-01 00:00:00+00:00,1355,99,453,101
2025-07-02 00:00:00+00:00,1088,102,472,111
2025-07-03 00:00:00+00:00,531,69,367,108
2025-07-04 00:00:00+00:00,421,50,203,61
2025-07-05 00:00:00+00:00,75,11,285,149
2025-07-06 00:00:00+00:00,23,14,175,95
2025-07-07 00:00:00+00:00,617,85,433,142
2025-07-08 00:00:00+00:00,1165,85,458,111
2025-07-09 00:00:00+00:00,1091,92,644,132
2025-07-10 00:00:00+00:00,1166,35,202,76
2025-07-11 00:00:00+00:00,1260,52,219,75
