referrer,views_total,views_unique
github.com,251,68
Google,163,89
vizro.readthedocs.io,45,16
mckinsey.com,43,27
chatgpt.com,30,11
linkedin.com,8,7
skills.sh,6,1
t.co,5,5
Bing,5,4
Baidu,5,3
