referrer,views_total,views_unique
github.com,396,89
Google,315,157
vizro.readthedocs.io,105,31
mckinsey.com,50,29
community.plotly.com,33,12
search.brave.com,17,4
medium.com,16,9
Bing,16,6
glama.ai,16,5
huggingface.co,14,3
