referrer,views_total,views_unique
github.com,563,102
Google,241,119
vizro.readthedocs.io,131,39
mckinsey.com,32,27
linkedin.com,27,12
community.plotly.com,23,7
l.threads.com,19,9
statics.teams.cdn.office.net,13,3
Bing,12,8
medium.com,12,7
