referrer,views_total,views_unique
github.com,517,141
Google,287,101
vizro.readthedocs.io,188,60
community.plotly.com,66,26
mckinsey.com,37,31
hub.docker.com,33,19
swe-bench-plus.turing.com,33,3
medium.com,22,13
py.cafe,21,4
vizro.mckinsey.com,19,9
