referrer,views_total,views_unique
github.com,181,54
Google,158,87
vizro.readthedocs.io,68,31
mckinsey.com,32,22
linkedin.com,32,5
Bing,18,13
levelup.gitconnected.com,14,14
hub.docker.com,12,7
medium.com,8,4
DuckDuckGo,4,2
