referrer,views_total,views_unique
github.com,658,118
Google,362,139
vizro.readthedocs.io,161,35
Bing,60,7
community.plotly.com,54,21
mckinsey.com,43,26
glama.ai,36,11
medium.com,21,9
huggingface.co,10,1
youtube.com,8,5
