referrer,views_total,views_unique
github.com,560,104
Google,356,137
vizro.readthedocs.io,156,32
Bing,60,7
community.plotly.com,52,19
mckinsey.com,42,25
glama.ai,30,10
medium.com,20,8
huggingface.co,13,2
youtube.com,8,5
