referrer,views_total,views_unique
Google,526,494
github.com,144,65
t.co,105,92
vizro.readthedocs.io,44,21
mckinsey.com,22,16
Bing,10,6
yandex.ru,7,6
linkedin.com,5,3
chatgpt.com,3,3
community.plotly.com,2,2
