referrer,views_total,views_unique
github.com,357,84
Google,237,99
vizro.readthedocs.io,213,38
mckinsey.com,52,34
Bing,13,6
linkedin.com,11,11
statics.teams.cdn.office.net,9,4
search.brave.com,7,6
community.plotly.com,7,5
medium.com,4,3
