referrer,views_total,views_unique
github.com,171,75
Google,84,63
mckinsey.com,39,29
vizro.readthedocs.io,28,19
linkedin.com,11,7
habr.com,10,8
chatgpt.com,9,6
DuckDuckGo,9,3
teams.public.onecdn.static.microsoft,7,6
community.plotly.com,3,2
