referrer,views_total,views_unique
github.com,512,68
Google,234,118
vizro.readthedocs.io,102,27
vizro-demo-gapminder.hf.space,82,2
mckinsey.com,48,34
youtube.com,35,5
pypi.org,26,4
Bing,25,9
community.plotly.com,18,8
vizro-demo-visual-vocabulary.hf.space,17,6
