referrer,views_total,views_unique
github.com,263,57
Google,222,82
vizro.readthedocs.io,117,37
community.plotly.com,40,9
mckinsey.com,35,27
Bing,33,5
statics.teams.cdn.office.net,18,5
chatgpt.com,16,2
com.google.android.gm,12,9
hub.docker.com,9,4
