referrer,views_total,views_unique
github.com,476,102
vizro.readthedocs.io,296,72
Google,244,136
community.plotly.com,70,25
mckinsey.com,45,34
Bing,21,5
statics.teams.cdn.office.net,16,12
medium.com,13,10
vizro.mckinsey.com,12,8
hub.docker.com,10,6
