referrer,views_total,views_unique
github.com,302,86
Google,268,125
vizro.readthedocs.io,217,65
community.plotly.com,61,20
mckinsey.com,44,29
medium.com,32,9
brix.quantumblack.com,28,3
hub.docker.com,26,17
vizro.mckinsey.com,24,4
Bing,20,10
