referrer,views_total,views_unique
github.com,529,125
vizro.readthedocs.io,222,61
Google,214,121
l.threads.com,143,92
mckinsey.com,29,25
linkedin.com,29,11
medium.com,15,13
hellodash.pythonanywhere.com,13,3
Bing,11,9
community.plotly.com,9,5
