referrer,views_total,views_unique
github.com,596,72
Google,498,206
vizro.readthedocs.io,190,35
vizro.mckinsey.com,46,17
Bing,45,13
mckinsey.com,38,21
pypi.org,17,2
youtube.com,15,3
community.plotly.com,12,7
chatgpt.com,11,2
